gid,speech_id,date,motion_title,motion_text,chamber,__index_level_0__
uk.org.publicwhip/debate/2023-01-30c.59.3.1,uk.org.publicwhip/debate/2023-01-30c.59.3,2023-01-30,Clause 1 - Minimum service levels for certain strikes,"Question proposed, That the clause stand part of the Bill.",house-of-commons,786
uk.org.publicwhip/debate/2023-01-31b.218.2.1,uk.org.publicwhip/debate/2023-01-31b.218.2,2023-01-31,Leave for Bill: Clean Air,"I beg to move,
That leave be given to bring in a Bill to establish the right to breathe clean air; to make provision for the purpose of reducing indoor and outdoor air pollution, including greenhouse gases; to set minimum standards for air quality in workplaces, homes and public spaces; to require the monitoring of air quality; to require the Secretary of State to publish a strategy for reducing air pollution, including setting targets and measures for air quality, and to report to Parliament annually on the implementation of that strategy; to give powers to the Office for Environmental Protection to enforce legislation relating to air quality and the reduction of greenhouse gas emissions; to make provision for the purpose of reducing pollution from vehicles; to place a duty on the Secretary of State to encourage and facilitate forms of active travel and to publish a strategy for reducing emissions from transport; to require the Secretary of State to promote public awareness of the impact of air pollution on public health; to place restrictions on the use of wood-burning stoves in urban areas; and for connected purposes.",house-of-commons,344
uk.org.publicwhip/debate/2023-01-31b.270.0.2,uk.org.publicwhip/debate/2023-01-31b.270.0,2023-01-31,Crime and Neighbourhood Policing,"Question put (Standing Order No. 31(2)), That the original words stand part of the Question.
Amendment:
I beg to move amendment (a), to leave out from “House” to end and add:
“welcomes the Government’s efforts to increase police numbers, with 16,743 so far recruited and on track to meet the Government’s 20,000 target by March; notes that there will be more officers than ever before in England and Wales; recognises that, excluding online crime, overall crime is down by 50 per cent since 2010; notes with concern that the Labour Mayor of London has  overseen a 9 per cent increase in knife crime while the number of young people assaulted with sharp objects is down nationally by 23 per cent since 2019; notes that adult rape convictions are up by a third in the last recorded year; notes that the Safer Streets Fund rounds have funded 270 projects designed to cut neighbourhood crimes such as theft, burglary, anti-social behaviour, and violence against women and girls; and welcomes the Government’s determination to back the police in giving them the powers they need to crack down on dangerous criminals and protests that wreak havoc on ordinary people’s lives.”
Original words:
I beg to move,
That this House condemns the Government’s destruction of neighbourhood policing, noting a drop in the number of neighbourhood police officers by 6,000 and of Police Community Support Officers by 8,500; notes with concern the collapse in charges and prosecutions across all types of crime and an overall charge rate of just 5.5 per cent; is extremely concerned by the record levels of recorded rapes and knife-enabled threats to kill and that more than twenty million people witnessed or experienced antisocial behaviour last year; and calls on the Government to protect communities across the UK by increasing neighbourhood policing, including by ringfencing a proportion of the Police Uplift Programme to deliver neighbourhood officers for every local authority in England and Wales.",house-of-commons,31
uk.org.publicwhip/debate/2023-01-31b.274.3.4,uk.org.publicwhip/debate/2023-01-31b.274.3,2023-01-31,Crime and Neighbourhood Policing,"Resolved,
That this House welcomes the Government’s efforts to increase police numbers, with 16,743 so far recruited and on track to meet the Government’s 20,000 target by March; notes that there will be  more officers than ever before in England and Wales; recognises that, excluding online crime, overall crime is down by 50 per cent since 2010; notes with concern that the Labour Mayor of London has overseen a 9 per cent increase in knife crime while the number of young people assaulted with sharp objects is down nationally by 23 per cent since 2019; notes that adult rape convictions are up by a third in the last recorded year; notes that the Safer Streets Fund rounds have funded 270 projects designed to cut neighbourhood crimes such as theft, burglary, anti-social behaviour, and violence against women and girls; and welcomes the Government’s determination to back the police in giving them the powers they need to crack down on dangerous criminals and protests that wreak havoc on ordinary people’s lives.",house-of-commons,32
uk.org.publicwhip/debate/2023-01-31b.278.2.1,uk.org.publicwhip/debate/2023-01-31b.278.2,2023-01-31,Non-domicile Tax Status,"I beg to move,
That there be laid before this House, no later than 28 February 2023, a copy of the Treasury analysis related to the effect of the abolition of the non-domicile tax status on the public revenue referred to by the Chancellor of the Exchequer in evidence to the Treasury Committee on 23 November 2022 together with any other document or analysis relating to that matter prepared for the Chancellor’s consideration since 14 October 2022.",house-of-commons,33
uk.org.publicwhip/debate/2023-01-31b.313.1.1,uk.org.publicwhip/debate/2023-01-31b.313.1,2023-01-31,Approve: Energy Bill Relief Scheme (Non-Standard Cases) Regulations 2023,"That the Energy Bill Relief Scheme (Non-Standard Cases) Regulations 2023 (S.I., 2023, No. 9), dated 10 January 2023, a copy of which was laid before this House on 11 January, be approved. —(Mike Wood.)",house-of-commons,345
uk.org.publicwhip/debate/2023-01-31b.315.1.1,uk.org.publicwhip/debate/2023-01-31b.315.1,2023-01-31,Adjournment Debate: Green Energy Potential: Scotland,"Motion made, and Question proposed, That this House do now adjourn.—(Mike Wood.)",house-of-commons,346
uk.org.publicwhip/debate/2023-02-01c.379.2.1,uk.org.publicwhip/debate/2023-02-01c.379.2,2023-02-01,Leave for Bill: Scotland (Self-Determination),"I beg to move,
That leave be given to bring in a Bill to amend the Scotland Act 1998 to transfer to the power to legislate for a Scottish independence referendum to the Scottish Parliament; to provide that that power may only be exercised where the Scottish public has demonstrated its support for the holding of such a referendum; to provide that no such referendum may be held sooner than seven years after the previous such referendum; and for connected purposes.",house-of-commons,404
uk.org.publicwhip/debate/2023-02-01c.383.4.1,uk.org.publicwhip/debate/2023-02-01c.383.4,2023-02-01,Second Reading: UK Infrastructure Bank Bill [Lords],"I beg to move, That the clause be read a Second time.",house-of-commons,405
uk.org.publicwhip/debate/2023-02-01c.398.2.1,uk.org.publicwhip/debate/2023-02-01c.398.2,2023-02-01,First Reading: UK Infrastructure Bank Bill [Lords],"New Clause 2
Businesses and bodies the Bank invests in
“(1) The Bank must publish an annual report setting out—
(a) the geographical spread of businesses and bodies it invests in, and
(b) the ownership of the businesses and bodies it invests in.
(2) The Bank must prepare and publish a ‘Good Jobs’ plan for all businesses and bodies it invests in, which requires the business or body to improve productivity, pay, jobs and living standards.” .—(Abena Oppong-Asare.)
This new clause would ensure that the Bank considers the location and ownership of the businesses and bodies it invests in and only invests in businesses and bodies who create “Good Jobs” plans to improve productivity, pay, jobs and living standards
Brought up, and read the First time.",house-of-commons,45
uk.org.publicwhip/debate/2023-02-01c.402.1.1,uk.org.publicwhip/debate/2023-02-01c.402.1,2023-02-01,Clause 2 - Objectives and activities,"Amendment proposed: 5, page 1, line 14, at end insert—
“(i) to reduce economic inequalities within and between regions of the United Kingdom, and
(ii) to improve productivity, pay, jobs and living standards.
(c) to support supply chain resilience and the United Kingdom’s industrial strategy.”—(Abena Oppong-Asare.)",house-of-commons,46
uk.org.publicwhip/debate/2023-02-01c.403.1.8,uk.org.publicwhip/debate/2023-02-01c.403.1,2023-02-01,Clause 2 - Objectives and activities,"Amendment proposed: 2, page 2, line 9, leave out “consult” and insert
“gain the express consent of”.—(Stewart Hosie.)",house-of-commons,47
uk.org.publicwhip/debate/2023-02-01c.411.3.1,uk.org.publicwhip/debate/2023-02-01c.411.3,2023-02-01,Raising the State Pension Age to 68,"I beg to move,
That this House has considered the matter of raising the State Pension age to 68.",house-of-commons,406
uk.org.publicwhip/debate/2023-02-01c.431.1.1,uk.org.publicwhip/debate/2023-02-01c.431.1,2023-02-01,Adjournment Debate: Sudden Cardiac Death: Young People,"Motion made, and Question proposed, That this House do now adjourn.—(Stuart Anderson.)",house-of-commons,407
uk.org.publicwhip/debate/2023-02-02d.505.2.1,uk.org.publicwhip/debate/2023-02-02d.505.2,2023-02-02,LGBT History Month,"I beg to move,
That this House has considered LGBT history month.",house-of-commons,706
uk.org.publicwhip/debate/2023-02-02d.536.1.1,uk.org.publicwhip/debate/2023-02-02d.536.1,2023-02-02,Adjournment Debate: Wild Deer Management and Sustainable Food,"Motion made, and Question proposed, That this House do now adjourn.—(Robert Largan.)",house-of-commons,707
uk.org.publicwhip/debate/2023-02-03a.545.5.1,uk.org.publicwhip/debate/2023-02-03a.545.5,2023-02-03,Third Reading: Protection from Redundancy  (Pregnancy and Family Leave) Bill,"I beg to move, That the Bill be now read the Third time.",house-of-commons,699
uk.org.publicwhip/debate/2023-02-03a.563.2.1,uk.org.publicwhip/debate/2023-02-03a.563.2,2023-02-03,Third Reading: Carer’s Leave Bill,"I beg to move, That the Bill be now read the Third time.",house-of-commons,700
uk.org.publicwhip/debate/2023-02-03a.589.2.17,uk.org.publicwhip/debate/2023-02-03a.589.2,2023-02-03,Amendment 4: Worker Protection (Amendment of Equality Act 2010) Bill,"Amendment 4, page 1, line 11, at end insert—
“(2) In section 109 (liability of employers and principals), after subsection (4) insert—
‘(4A) Subsection (4B) applies if and so far as—
(a) A harasses another employee (C) in the course of C’s employment,
(b) the harassment falls within section 26(1) (unwanted conduct related to a relevant protected characteristic) and not within section 26(2) or (3) (unwanted conduct of a sexual nature etc),
(c) the conduct constituting the harassment involves  a conversation in which C is not a participant, or a speech which is not aimed specifically at C,
(d) the conversation or speech involves the expression of an opinion on a political, moral, religious or social matter,
(e) the opinion expressed is not indecent or grossly offensive, and
(f) the expression of the opinion does not have the purpose of violating C’s dignity or of creating an intimidating, hostile, degrading, humiliating or offensive environment for C.
(4B) For the purposes of the defence in subsection (4), B is not to be treated as having failed to take all reasonable steps to prevent the harassment solely because B did not seek to prevent the expression of the opinion.’”—(Wera Hobhouse.)",house-of-commons,702
uk.org.publicwhip/debate/2023-02-03a.591.0.1,uk.org.publicwhip/debate/2023-02-03a.591.0,2023-02-03,Third Reading: Worker Protection (Amendment of Equality Act 2010) Bill,"I beg to move, That the Bill be now read the Third time.",house-of-commons,701
